DIS-ID-NAME,DIS-ID,RADIO-ID,FREQUENCY-NAME,FREQUENCY,PTT-ON,PTT-OFF,PTT-DURATION,DAC-SAMPLES,VAD,FILENAME,TRUNCATED?,CONTENT?
"3","13000:3:3",1,"",240800000,00:11:13.278,00:11:24.732,11.455,11.456,0.855,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_673.278s.au"),0,1
"3","13000:3:3",1,"",240800000,00:11:27.739,00:11:29.914,2.174,2.176,0.993,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_687.740s.au"),0,1
"2","13000:2:2",1,"",240800000,00:11:30.179,00:11:32.947,2.768,2.752,0.942,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_690.180s.au"),0,1
"3","13000:3:3",1,"",240800000,00:11:34.302,00:11:36.151,1.849,1.856,0.957,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_694.303s.au"),0,1
"3","13000:3:3",1,"",240800000,00:11:36.958,00:11:37.726,0.768,0.768,0.875,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_696.958s.au"),0,1
"2","13000:2:2",1,"",240800000,00:11:43.833,00:11:45.224,1.392,1.392,0.805,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_703.833s.au"),0,1
"2","13000:2:2",1,"",240800000,00:11:52.966,00:11:57.505,4.540,4.544,0.947,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_712.966s.au"),0,1
"2","13000:2:2",1,"",240800000,00:11:57.638,00:11:59.578,1.941,1.936,0.934,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_717.638s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:06.638,00:12:13.241,6.603,6.608,0.932,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_726.638s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:15.088,00:12:19.812,4.724,4.736,0.909,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_735.089s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:32.825,00:12:33.242,0.417,0.416,0.923,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_752.826s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:33.830,00:12:34.461,0.631,0.624,0.667,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_753.831s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:34.856,00:12:36.158,1.301,1.296,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_754.857s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:37.945,00:12:40.335,2.389,2.384,0.973,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_757.946s.au"),0,1
"2","13000:2:2",1,"",240800000,00:12:41.351,00:12:42.489,1.138,1.136,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_761.351s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:45.494,00:12:47.018,1.524,1.520,0.937,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_765.494s.au"),0,1
"2","13000:2:2",1,"",240800000,00:12:48.554,00:12:53.510,4.957,4.960,0.952,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_768.554s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:54.789,00:12:55.754,0.965,0.960,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_774.789s.au"),0,1
"2","13000:2:2",1,"",240800000,00:12:54.853,00:12:56.236,1.383,1.376,0.942,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_774.853s.au"),0,1
"3","13000:3:3",1,"",240800000,00:12:56.820,00:12:58.315,1.494,1.488,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_776.821s.au"),0,1
"2","13000:2:2",1,"",240800000,00:13:02.023,00:13:04.228,2.205,2.208,0.971,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_782.023s.au"),0,1
"2","13000:2:2",1,"",240800000,00:13:05.924,00:13:09.510,3.586,3.584,0.589,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_785.924s.au"),0,1
"3","13000:3:3",1,"",240800000,00:13:11.388,00:13:12.698,1.310,1.312,0.988,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_791.389s.au"),0,1
"2","13000:2:2",1,"",240800000,00:13:13.908,00:13:15.210,1.301,1.296,0.951,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_793.909s.au"),0,1
"3","13000:3:3",1,"",240800000,00:13:14.091,00:13:19.190,5.100,5.104,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_794.091s.au"),0,1
"3","13000:3:3",1,"",240800000,00:13:39.018,00:13:43.276,4.257,4.256,0.947,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_819.019s.au"),0,1
"3","13000:3:3",1,"",240800000,00:13:47.117,00:13:47.929,0.812,0.816,0.529,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_827.117s.au"),0,1
"2","13000:2:2",1,"",240800000,00:13:51.271,00:13:53.151,1.880,1.888,0.983,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_831.272s.au"),0,1
"3","13000:3:3",1,"",240800000,00:13:57.396,00:13:58.148,0.752,0.752,0.681,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_837.397s.au"),0,1
"2","13000:2:2",1,"",240800000,00:13:57.653,00:13:58.617,0.964,0.960,0.883,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_837.653s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:05.096,00:14:05.708,0.612,0.608,0.632,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_845.096s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:07.221,00:14:08.309,1.089,1.088,0.971,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_847.221s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:11.943,00:14:14.403,2.459,2.432,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_851.944s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:18.739,00:14:19.481,0.742,0.736,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_858.740s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:23.453,00:14:26.723,3.270,3.280,0.937,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_863.454s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:27.395,00:14:32.293,4.897,4.896,0.948,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_867.396s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:37.361,00:14:38.083,0.722,0.720,0.889,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_877.361s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:33.838,00:14:41.820,7.981,7.984,0.731,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_873.839s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:45.638,00:14:46.716,1.077,1.072,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_885.639s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:48.018,00:14:49.877,1.860,1.856,0.922,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_888.018s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:52.893,00:14:53.757,0.864,0.864,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_892.893s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:52.934,00:14:55.861,2.926,2.928,0.995,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_892.935s.au"),0,1
"3","13000:3:3",1,"",240800000,00:14:56.153,00:14:57.210,1.057,1.056,0.955,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_896.154s.au"),0,1
"2","13000:2:2",1,"",240800000,00:14:58.836,00:15:05.702,6.865,6.848,0.783,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_898.837s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:04.169,00:15:06.841,2.672,2.672,0.994,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_904.169s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:16.408,00:15:16.684,0.275,0.272,0.941,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_916.409s.au"),0,1
"2","13000:2:2",1,"",240800000,00:15:14.958,00:15:16.919,1.961,1.952,0.861,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_914.958s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:17.252,00:15:18.862,1.610,1.600,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_917.253s.au"),0,1
"2","13000:2:2",1,"",240800000,00:15:23.989,00:15:26.789,2.800,2.800,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_923.990s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:32.531,00:15:33.690,1.159,1.152,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_932.532s.au"),0,1
"2","13000:2:2",1,"",240800000,00:15:38.374,00:15:39.015,0.641,0.640,0.925,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_938.374s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:38.424,00:15:39.734,1.311,1.312,0.671,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_938.424s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:40.515,00:15:43.573,3.058,3.056,0.853,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_940.516s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:47.052,00:15:47.942,0.890,0.896,0.964,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_947.052s.au"),0,1
"2","13000:2:2",1,"",240800000,00:15:42.802,00:15:48.033,5.231,5.232,0.872,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_942.803s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:48.273,00:15:49.497,1.225,1.232,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_948.273s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:50.187,00:15:52.065,1.879,1.888,0.941,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_950.187s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:53.893,00:15:54.119,0.226,0.224,0.214,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_953.894s.au"),0,1
"3","13000:3:3",1,"",240800000,00:15:57.874,00:15:59.258,1.385,1.392,0.690,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_957.874s.au"),0,1
"3","13000:3:3",1,"",240800000,00:16:05.080,00:16:05.526,0.447,0.448,0.750,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_965.080s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:09.825,00:16:11.297,1.473,1.472,0.533,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_969.825s.au"),0,1
"3","13000:3:3",1,"",240800000,00:16:14.070,00:16:15.624,1.554,1.552,0.784,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_974.070s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:15.979,00:16:18.976,2.997,2.992,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_975.980s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:21.405,00:16:26.515,5.110,5.104,0.975,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_981.405s.au"),0,1
"3","13000:3:3",1,"",240800000,00:16:27.145,00:16:36.604,9.460,9.456,0.738,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_987.145s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:38.817,00:16:40.848,2.032,2.032,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_998.817s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:42.044,00:16:44.190,2.147,2.160,0.985,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1002.044s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:48.098,00:16:51.932,3.834,3.840,0.950,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1008.098s.au"),0,1
"3","13000:3:3",1,"",240800000,00:16:52.713,00:16:55.283,2.570,2.576,0.981,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1012.713s.au"),0,1
"3","13000:3:3",1,"",240800000,00:16:55.617,00:16:57.033,1.416,1.408,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1015.618s.au"),0,1
"2","13000:2:2",1,"",240800000,00:16:59.958,00:17:05.189,5.232,5.232,0.865,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1019.958s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:10.338,00:17:11.430,1.091,1.088,0.853,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1030.339s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:13.538,00:17:14.645,1.107,1.104,0.957,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1033.539s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:15.428,00:17:18.385,2.956,2.960,0.946,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1035.429s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:21.735,00:17:22.457,0.721,0.720,0.867,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1041.736s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:22.255,00:17:23.443,1.189,1.184,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1042.255s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:26.418,00:17:34.262,7.844,7.840,0.927,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1046.419s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:35.868,00:17:36.894,1.026,1.024,0.703,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1055.868s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:36.822,00:17:41.942,5.120,5.120,0.819,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1056.822s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:42.145,00:17:42.907,0.762,0.768,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1062.146s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:43.954,00:17:45.538,1.584,1.584,0.990,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1063.955s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:45.781,00:17:46.758,0.976,0.976,0.656,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1065.782s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:46.848,00:17:51.363,4.514,4.512,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1066.849s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:53.328,00:17:54.682,1.353,1.344,0.964,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1073.329s.au"),0,1
"2","13000:2:2",1,"",240800000,00:17:55.859,00:17:57.423,1.565,1.568,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1075.859s.au"),0,1
"3","13000:3:3",1,"",240800000,00:17:59.276,00:18:01.253,1.977,1.984,0.855,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1079.276s.au"),0,1
"2","13000:2:2",1,"",240800000,00:18:02.147,00:18:03.203,1.056,1.056,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1082.148s.au"),0,1
"2","13000:2:2",1,"",240800000,00:18:04.484,00:18:06.172,1.688,1.696,0.915,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1084.485s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:06.811,00:18:07.511,0.701,0.704,0.659,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1086.811s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:10.692,00:18:12.723,2.031,2.032,0.850,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1090.692s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:12.967,00:18:15.282,2.316,2.320,0.862,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1092.967s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:19.365,00:18:22.068,2.703,2.704,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1099.366s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:23.012,00:18:23.734,0.721,0.720,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1103.013s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:26.375,00:18:26.994,0.620,0.624,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1106.375s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:27.961,00:18:36.696,8.735,8.736,0.951,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1107.961s.au"),0,1
"2","13000:2:2",1,"",240800000,00:18:36.880,00:18:37.605,0.726,0.720,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1116.880s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:42.548,00:18:46.115,3.567,3.568,0.852,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1122.549s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:48.114,00:18:49.670,1.556,1.568,0.949,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1128.114s.au"),0,1
"2","13000:2:2",1,"",240800000,00:18:50.706,00:18:52.270,1.564,1.568,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1130.706s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:52.869,00:18:53.896,1.028,1.024,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1132.869s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:55.297,00:18:56.212,0.914,0.912,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1135.298s.au"),0,1
"3","13000:3:3",1,"",240800000,00:18:56.404,00:18:58.406,2.002,2.000,0.768,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1136.404s.au"),0,1
"2","13000:2:2",1,"",240800000,00:18:57.703,00:18:59.473,1.769,1.776,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1137.704s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:01.362,00:19:02.245,0.884,0.880,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1141.362s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:03.160,00:19:05.618,2.458,2.464,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1143.160s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:06.694,00:19:09.957,3.262,3.264,0.824,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1146.695s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:10.209,00:19:11.409,1.199,1.200,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1150.210s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:12.567,00:19:13.318,0.752,0.752,0.085,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1152.567s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:17.332,00:19:20.876,3.545,3.552,0.833,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1157.332s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:21.801,00:19:24.168,2.368,2.368,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1161.801s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:26.152,00:19:26.564,0.412,0.416,0.885,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1166.153s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:26.332,00:19:27.327,0.995,0.992,0.919,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1166.332s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:28.058,00:19:29.644,1.585,1.584,0.889,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1168.059s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:32.527,00:19:33.067,0.539,0.544,0.912,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1172.528s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:30.659,00:19:34.165,3.506,3.504,0.685,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1170.659s.au"),0,1
"3","13000:3:3",1,"",240800000,00:19:34.712,00:19:35.911,1.199,1.200,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_3_3_1_1174.712s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:37.689,00:19:42.718,5.028,5.024,1.000,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1177.690s.au"),0,1
"2","13000:2:2",1,"",240800000,00:19:43.185,00:19:51.057,7.873,7.872,0.943,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1183.185s.au"),0,1
"2","13000:2:2",1,"",240800000,00:20:04.141,00:20:16.240,12.099,12.096,0.664,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1204.142s.au"),0,1
"2","13000:2:2",1,"",240800000,00:20:19.166,00:20:22.703,3.536,3.536,0.489,=HYPERLINK("au_TACT+15Mission1\network_240800000_13000_2_2_1_1219.167s.au"),0,1
